0	337186.48
1	-86530.86
2	-142399.20
3	-322858.51
4	313340.53
5	-40600.12
6	372069.32
7	-355233.46
8	482869.72
9	-31381.29
10	81423.04
11	105138.38
12	469278.04
13	-246084.49
14	-147765.59
15	-229679.01
16	143933.03
17	225408.39
18	16915.58
19	40229.80
20	486590.58
21	-304079.90
22	107855.79
23	-94296.05
24	143972.27
25	-131408.49
26	-542912.64
27	58717.38
28	-464978.41
29	457306.70
30	645551.05
31	300403.99
32	-39300.31
33	100507.30
34	559767.60
35	52546.76
36	-201681.75
37	-218488.72
38	-528194.58
39	296824.05
40	152762.93
41	368733.31
42	-658656.88
43	235120.92
44	182813.27
45	160525.06
46	-727090.52
47	369436.32
48	69203.84
49	224909.73
50	350016.61
51	242311.37
52	-335975.70
53	156019.50
54	-456447.73
55	-349752.49
56	526173.04
57	294910.24
58	417124.10
59	-240535.81
60	464813.49
61	241464.64
62	-127290.02
63	138115.81
64	717187.58
65	137279.07
66	-278935.70
67	266273.87
68	-192210.55
69	-123561.45
70	-330277.51
71	-226560.65
72	103564.96
73	210026.35
74	-137727.66
75	376499.53
76	423899.44
77	-771895.17
78	-185408.75
79	-339526.40
80	105233.63
81	-131806.49
82	688137.29
83	401888.52
84	304448.56
85	-302892.68
86	212273.58
87	308782.70
88	-118291.93
89	481025.16
90	118126.29
91	-580793.70
92	-207164.71
93	-1225572.42
94	799230.04
95	-87691.55
96	133024.97
97	256214.80
98	-967868.41
99	-16212.09
100	-473992.09
101	16328.44
102	-3617.34
103	11397.74
104	-493002.15
105	-101331.91
106	47680.06
107	147621.58
108	222891.07
109	300301.59
110	-72449.61
111	162026.73
112	185882.72
113	126563.09
114	-445250.96
115	139085.41
116	-110539.73
117	-452674.31
118	-436108.14
119	-208445.28
120	-429678.58
121	164706.46
122	9573.56
123	487464.97
124	-81415.87
125	-137277.62
126	-390092.29
127	586077.90
128	315151.90
129	-302686.86
130	-70222.79
131	230317.48
132	840858.46
133	-40879.16
134	75820.54
135	364832.61
136	-297825.00
137	-259222.23
138	-647060.06
139	-110569.69
140	-97367.86
141	295954.36
142	-860063.74
143	330000.68
144	-308236.60
145	476683.67
146	-201568.85
147	-473647.28
148	-51577.82
149	-84094.32
150	-250404.74
151	-201745.98
152	-40455.12
153	-251238.65
154	619510.39
155	358263.97
156	42640.13
157	171630.29
158	-130005.05
159	-588222.13
160	6146.69
161	-385049.20
162	-153637.80
163	147612.48
164	-27051.50
165	515108.76
166	531231.08
167	552176.22
168	637332.07
169	-26011.99
170	1079627.94
171	-553985.73
172	-428438.49
173	417807.06
174	164121.94
175	168797.56
176	118301.92
177	60390.73
178	253292.23
179	488132.28
180	165455.12
181	-324927.85
182	627511.73
183	-544489.23
184	-48708.28
185	-694481.76
186	-393265.87
187	630167.27
188	-332454.36
189	-942361.91
190	-428214.34
191	210789.26
192	173149.86
193	673897.51
194	-538091.30
195	915036.85
196	81845.94
197	83034.85
198	220142.45
199	203079.38
200	-174599.70
201	-489844.39
202	-370910.57
203	-517397.69
204	-276602.74
205	250826.33
206	-247159.42
207	8202.64
208	-314744.53
209	486149.93
210	-391508.32
211	-283876.46
212	-127603.12
213	-681809.05
214	-376123.66
215	-374817.44
216	346406.31
217	-258540.76
218	-117929.84
219	-120045.75
220	-77943.19
221	-31203.76
222	7173.68
223	-137207.67
224	69719.86
225	584732.96
226	-508397.06
227	89274.01
228	88494.85
229	272242.35
230	-418718.22
231	-109177.90
232	315452.40
233	151558.12
234	-34267.61
235	-615755.32
236	-419913.57
237	204909.17
238	440193.33
239	401676.04
240	-491657.97
241	-77016.38
242	592994.96
243	40746.23
244	-364783.78
245	-102071.49
246	530039.79
247	709717.20
248	-129825.52
249	488139.89
250	294366.97
251	41049.79
252	653733.67
253	-716999.42
254	-114426.91
255	-430911.55
256	-433679.53
257	192670.47
258	132744.45
259	60108.32
260	557473.85
261	-30248.51
262	-130796.36
263	-233192.01
264	393711.29
265	-239722.95
266	-738806.05
267	-40418.12
268	113878.36
269	189393.28
270	-145591.92
271	-23855.20
272	-364120.84
273	-160304.12
274	-723861.11
275	587529.79
276	-104418.49
277	-208134.49
278	472818.82
279	503204.39
280	461713.28
281	-491507.07
282	1386.73
283	368576.35
284	47062.14
285	-295960.86
286	-172917.53
287	-271267.13
288	91591.30
289	608367.50
290	-222481.63
291	-232172.94
292	92641.08
293	541310.66
294	621666.49
295	-19755.27
296	637332.08
297	367662.65
298	-868816.73
299	-207526.55
300	-278768.84
301	12983.70
302	-152094.20
303	-134773.24
304	269427.58
305	395300.96
306	65672.77
307	341916.33
308	-628079.53
309	-424676.32
310	500604.35
311	422951.56
312	-596584.41
313	459016.06
314	-653896.99
315	-389435.95
316	-738108.86
317	-129019.05
318	-244783.27
319	-111520.13
320	512591.53
321	-550557.54
322	-412294.04
323	226582.19
324	356176.52
325	-84532.94
326	67454.43
327	-79421.58
328	249435.61
329	86857.34
330	148235.27
331	-38286.15
332	-468653.05
333	-130651.38
334	-577372.48
335	752636.21
336	-915676.12
337	659318.74
338	1176548.46
339	-593607.87
340	513433.69
341	-167235.62
342	-273394.98
343	-92406.91
344	159741.34
345	202268.28
346	-401815.88
347	-1436.12
348	216309.54
349	491585.34
350	-350916.15
351	-584579.52
352	-55430.22
353	-380856.10
354	214723.16
355	-210487.67
356	-176578.37
357	466886.77
358	205384.01
359	-335891.74
360	-159093.28
361	-40266.24
362	-62922.59
363	6743.22
364	568878.84
365	-45260.97
366	167328.78
367	-43329.87
368	-216635.40
369	-458385.32
370	388937.93
371	-586055.06
372	369087.06
373	109480.68
374	130371.71
375	207090.65
376	106615.45
377	234263.42
378	-58927.87
379	-323667.59
380	637666.08
381	1053942.43
382	-219085.94
383	-149211.53
384	-150689.84
385	-253415.68
386	339355.67
387	-323463.26
388	279883.12
389	-536401.88
390	-231889.55
391	-164760.92
392	-186004.27
393	219305.69
394	-183920.82
395	380538.24
396	614243.94
397	178359.42
398	-71707.15
399	-302941.91
400	-470935.21
401	330793.79
402	120307.65
403	169329.39
404	-468838.08
405	260415.45
406	-526062.51
407	30507.45
408	-331449.50
409	841095.03
410	386812.57
411	354842.68
412	286623.34
413	264133.15
414	-16512.94
415	-79496.08
416	216329.77
417	-157376.53
418	-266337.10
419	-282212.13
420	-392917.34
421	-387614.64
422	25873.76
423	-427792.27
424	511603.70
425	-548792.03
426	-481515.61
427	432354.40
428	-367824.64
429	-282390.17
430	-345795.07
431	139411.69
432	-358663.84
433	18282.59
434	-695283.32
435	708551.34
436	-314309.48
437	-114357.02
438	-372293.77
439	-28566.42
440	323212.08
441	-324944.16
442	276332.79
443	542899.85
444	-182555.58
445	123756.50
446	-305473.52
447	57570.18
448	-233803.78
449	-297874.73
450	369035.53
451	503098.37
452	-30742.42
453	-137641.45
454	627548.15
455	-326787.03
456	-358376.51
457	197796.19
458	-153399.54
459	-286393.27
460	389761.78
461	-569776.17
462	243276.11
463	141880.37
464	179987.30
465	487813.19
466	-306151.31
467	-191659.97
468	275069.64
469	-436312.26
470	713389.40
471	-375689.80
472	-166937.32
473	474455.08
474	27529.51
475	129150.74
476	-407337.28
477	216566.90
478	139773.21
479	339431.10
480	143547.79
481	255753.46
482	-163605.28
483	-26250.69
484	107751.59
485	248284.36
486	-178246.19
487	-205771.27
488	-36913.73
489	404718.12
490	-255580.05
491	495664.36
492	-628566.23
493	-47261.83
494	76634.71
495	376121.26
496	226134.25
497	-56044.57
498	79540.69
499	-299534.43
